PDB code,Resolution,Clashscore,Rotamer outliers [%],Ramachandran outliers [%],RSRZ outliers [%],Year,Contains protein,R [%],R free [%],Deposition date,Journal,ISSN,Q1,Q1_min,Q1 percentile,Q1_min percentile
7jp7,3.207,11.24,,,0.0,2020.0,False,24.23,25.96,2020-08-07,NAT COMMUN,2041-1723,0.46621217557708405,0.3376390383925368,0.4223179045568712,0.647470398277718
7jp9,3.157,12.74,,,0.0,2020.0,False,25.69,27.33,2020-08-07,NAT COMMUN,2041-1723,0.4104174141849061,0.21349120918550413,0.32848941514172947,0.4668101901686401
7jpc,3.1,9.76,,,0.0,2020.0,False,18.0,21.32,2020-08-07,NAT COMMUN,2041-1723,0.6364669297930869,0.40204520990312165,0.7441693577323286,0.7246142805884463
7jpa,3.164,12.78,,,0.8655680897492388,2020.0,False,20.1,21.62,2020-08-07,NAT COMMUN,2041-1723,0.49168759717737115,0.30426982418371007,0.47290993900251166,0.6010046645138142
7jp5,3.094,10.5,,,0.0,2020.0,False,24.43,26.86,2020-08-07,NAT COMMUN,2041-1723,0.4458198780050233,0.2513455328310011,0.38823107283817726,0.523681377825619
7jpb,3.158,6.0,,,0.0,2020.0,False,22.36,24.39,2020-08-07,NAT COMMUN,2041-1723,0.594247099629231,0.5114818801578759,0.667384284176534,0.8010405453893075
7jp8,3.103,7.5,,,0.0,2020.0,False,22.82,24.73,2020-08-07,NAT COMMUN,2041-1723,0.5590838416457361,0.47434517402224613,0.6060279870828849,0.7796914244707571
7jrr,2.16,4.79,,,0.0,2020.0,False,22.61,25.979999999999997,2020-08-12,SCI ADV,2375-2548,0.5543595263724435,0.3369214208826695,0.5943667025475422,0.6449587369931826
7jrt,3.07,11.81,,,0.75,2020.0,False,18.86,22.68,2020-08-12,SCI ADV,2375-2548,0.4770960411434039,0.33745963401506995,0.4477933261571582,0.6465733763903839
7jrs,3.21,3.95,,,6.98,2020.0,False,27.450000000000003,29.659999999999997,2020-08-12,SCI ADV,2375-2548,0.27418969022844153,0.07714388231072838,0.13168281306063867,0.1969860064585576
7jry,3.158,12.01,,,0.0,2020.0,False,25.06,28.32,2020-08-13,NAT COMMUN,2041-1723,0.39397201291711514,0.1442411194833154,0.3008611410118407,0.34104772156440616
7js1,3.152,14.25,,,0.0,2020.0,False,22.09,26.33,2020-08-13,NAT COMMUN,2041-1723,0.42835785193158715,0.27412988876928596,0.3555794761392178,0.5563329745245784
7js0,3.19,16.5,,,0.0,2020.0,False,20.14,21.68,2020-08-13,NAT COMMUN,2041-1723,0.5725989714149026,0.2319698600645856,0.6311445999282382,0.4982059562253319
7js2,3.058,15.02,,,0.0,2020.0,False,18.81,22.12,2020-08-13,NAT COMMUN,2041-1723,0.5718813539050353,0.26175098672407604,0.6297093649085038,0.5380337280229638
7jrz,3.096,17.99,,,0.0,2020.0,False,25.97,29.21,2020-08-13,NAT COMMUN,2041-1723,0.3390144719531156,0.09956942949407965,0.21026193039110155,0.24811625403659848
7jsc,2.95,11.99,,,0.0,2020.0,False,25.61,27.800000000000004,2020-08-14,NAT COMMUN,2041-1723,0.4052146872383686,0.17473986365267313,0.32113383566559023,0.3998923573735199
7jsb,3.103,9.74,,,0.0,2020.0,False,22.720000000000002,24.15,2020-08-14,NAT COMMUN,2041-1723,0.5522066738428417,0.40563329745245785,0.5880875493362038,0.7303552206673842
7jy2,1.0,0.2035751282999172,,,2.2954488551299477,2020.0,False,15.629999999999999,18.5,2020-08-28,NUCLEIC ACIDS RES,1362-4962,0.6918430809711756,0.26336562612127734,0.8198780050233225,0.5403659849300323
7a9n,1.602,6.75,,,0.0,2020.0,False,18.08,22.43,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.6510584858270542,0.5231431646932185,0.7649802655184786,0.8103695730175816
7a9q,2.185,9.64,,,0.0,2020.0,False,16.36,23.24,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.5862337041023801,0.40796555435952636,0.6555435952637244,0.7319698600645855
7a9t,1.7,9.64,,,0.0,2020.0,False,18.84,24.79,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.5288243033130008,0.40796555435952636,0.5360602798708288,0.7319698600645855
7a9l,1.98,7.71,,,0.0,2020.0,False,17.41,25.0,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.5460471235498147,0.4465374955148906,0.5762468604233943,0.7626480086114101
7a9p,1.985,8.68,,,0.0,2020.0,False,23.52,32.629999999999995,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.3914005501734242,0.02583423035522067,0.2952996053103696,0.06925008970218874
7a9r,2.455,11.57,,,0.0,2020.0,False,17.79,28.37,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.3989953354861859,0.14226767133118048,0.3098313598851812,0.3379978471474704
7a9o,1.601,7.71,,,0.0,2020.0,False,19.1,22.78,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.6252242554718336,0.48116254036598494,0.7240760674560459,0.7847147470398278
7a9s,2.29,12.54,,,0.0,2020.0,False,16.91,27.42,2020-09-02,NUCLEIC ACIDS RES,1362-4962,0.4108360243989953,0.20703265159669895,0.3293864370290635,0.45783997129529963
7k16,2.1,1.82,,,0.0,2020.0,False,18.67,24.63,2020-09-07,RNA,1469-9001,0.6684607104413347,0.4836742016505203,0.7915321133835665,0.7870470039468963
7d33,2.117,0.41,,,0.0,2020.0,False,21.22,23.98,2020-09-18,SCI REP,2045-2322,0.7207869872024877,0.5645855758880517,0.8568353067814855,0.8338715464657338
7d31,1.396,1.02,,,3.33,2020.0,False,12.629999999999999,14.82,2020-09-18,SCI REP,2045-2322,0.6762947015907188,0.18945102260495156,0.8017581628991748,0.426264800861141
7d32,1.707,0.0,,,0.0,2020.0,False,18.85,21.46,2020-09-18,SCI REP,2045-2322,0.8144360722401626,0.7104413347685683,0.9547900968783638,0.9535342662360962
7d5d,1.18,0.0,,,0.0,2020.0,False,11.91,16.79,2020-09-25,NUCLEIC ACIDS RES,1362-4962,0.8697524219590957,0.7104413347685683,0.9903121636167922,0.9535342662360962
7d5e,1.296,3.211640129230773,,,3.1474864718522824,2020.0,False,18.37,21.41,2020-09-25,NUCLEIC ACIDS RES,1362-4962,0.5691902882430332,0.2023681377825619,0.6254036598493004,0.44994617868675996
7d7x,2.631,9.638634607920267,,,2.833117313324614,2020.0,False,22.220000000000002,24.27,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.38601841884941995,0.22246142805884464,0.2857911733046286,0.48277717976318624
7d7z,2.6,9.497591074189017,,,2.233421277083224,2020.0,False,21.3,24.4,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.39767970338476255,0.27054180121994975,0.30731969860064584,0.5511302475780409
7d81,2.1,8.448812785902419,,,3.8433607534554213,2020.0,False,22.439999999999998,25.069999999999997,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.34912091855041266,0.16074632221026194,0.22425547183351274,0.3720846788661643
7d7w,2.391,8.377885152919134,,,3.0085864876565154,2020.0,False,21.65,23.549999999999997,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.42411194833153937,0.2109795479009688,0.3491209185504126,0.46340150699677074
7d7y,2.8,9.988873461383378,,,2.4105187079238206,2020.0,False,22.0,24.0,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.40288243033130006,0.253318980983136,0.3182633656261213,0.5258342303552207
7d82,2.489,10.85823380919095,,,2.5563483152083037,2020.0,False,22.13,27.13,2020-10-06,NUCLEIC ACIDS RES,1362-4962,0.2775385719411554,0.22766415500538212,0.134194474345174,0.4910297811266595
7kd1,1.9,6.17,,,15.73,2020.0,False,20.48,22.55,2020-10-07,J STRUCT BIOL,1095-8657,0.426563808156919,0.01901686401148188,0.3534266236096161,0.050950843200574095
7kga,2.1,3.92,,,4.47,2020.0,False,22.759999999999998,25.85,2020-10-16,NUCLEIC ACIDS RES,1362-4962,0.38368616194235144,0.13670613562970937,0.281664872622892,0.32508073196986004
7kju,3.102,4.15,,,5.33,2020.0,False,24.81,26.650000000000002,2020-10-26,NAT COMMUN,2041-1723,0.3414663317784954,0.10764262648008611,0.21349120918550413,0.2676713311804808
7klp,1.35,4.32,,,4.55,2020.0,False,14.2,17.61,2020-10-30,NUCLEIC ACIDS RES,1362-4962,0.5712235378543237,0.1322210261930391,0.628632938643703,0.3148546824542519
7atg,0.6,11.79,,,0.0,2020.0,False,8.77,9.5,2020-10-30,ACTA CRYST B,2052-5206,0.6823346489654347,0.338356655902404,0.8083961248654468,0.6489056332974524
7dfy,1.69,2.3,,,0.0,2020.0,False,20.1,25.869999999999997,2020-11-10,CHEM COMMUN,1364-548X,0.6106925008970219,0.34589163975601006,0.700394689630427,0.6559024040186581
7ku4,1.6,7.51,,,0.0,2020.0,False,21.68,23.080000000000002,2020-11-24,BIOORG MED CHEM,1464-3391,0.619722521229518,0.49067097237172586,0.7142088266953713,0.7913527090060998
7kup,1.44,3.72,,,0.0,2020.0,False,19.86,21.82,2020-11-25,ANGEW CHEM,1521-3773,0.721205597416577,0.6865805525654826,0.8579117330462863,0.897021887334051
7kul,1.64,0.93,,,0.0,2020.0,False,20.79,24.7,2020-11-25,ANGEW CHEM,1521-3773,0.6866403540246382,0.4773950484391819,0.8134194474345174,0.7820236813778256
7kun,1.58,3.75,,,0.0,2020.0,False,19.36,23.02,2020-11-25,ANGEW CHEM,1521-3773,0.6850257146274369,0.6612845353426624,0.8114459992823825,0.8869752421959096
7kuo,2.281,1.88,,,0.0,2020.0,False,20.369999999999997,26.3,2020-11-25,ANGEW CHEM,1521-3773,0.6070446118885301,0.3040904198062433,0.6917832795120201,0.6001076426264801
7kuk,1.67,0.94,,,0.0,2020.0,False,20.169999999999998,22.09,2020-11-25,ANGEW CHEM,1521-3773,0.7764621456763545,0.7104413347685683,0.9167563688554,0.9535342662360962
7kum,1.714,3.75,,,0.0,2020.0,False,20.52,22.02,2020-11-25,ANGEW CHEM,1521-3773,0.7152852529601722,0.68335127377108,0.8507355579476139,0.8952278435593829
7kvt,2.73,7.68,,,0.0,2020.0,False,20.9,25.1,2020-11-28,NAT CHEM BIOL,1552-4469,0.5425786389187895,0.43379978471474706,0.5694294940796556,0.7538571941155364
7kvv,2.85,2.96,,,0.0,2020.0,False,22.1,24.5,2020-11-28,NAT CHEM BIOL,1552-4469,0.6465733763903839,0.4980265518478651,0.7597775385719412,0.7951202009329028
7kvu,2.68,3.68,,,0.0,2020.0,False,20.9,24.7,2020-11-28,NAT CHEM BIOL,1552-4469,0.6257026671450783,0.4773950484391819,0.7255113024757804,0.7820236813778256
7kw4,1.03,0.0,,,3.1356330299196173,2020.0,False,16.650000000000002,17.380000000000003,2020-11-29,ORG LETT,1523-7060,0.6972850137543357,0.2027269465374955,0.8284894151417295,0.450843200574094
7kwk,1.37,5.1,,,0.0,2020.0,False,22.07,26.369999999999997,2020-12-01,BIOORG MED CHEM,1464-3391,0.5369573017581629,0.2976318622174381,0.5559741657696448,0.5923932543954072
7kzl,1.3,5.8,,,11.11,2020.0,False,17.19,18.85,2020-12-10,NUCLEIC ACIDS RES,1362-4962,0.5032890802535582,0.033010405453893076,0.49228561176892716,0.08970218873340509
7l0z,2.1,6.73,,,0.0,2020.0,False,19.59,23.24,2020-12-13,RNA,1469-9001,0.6254036598493004,0.525475421600287,0.7251524937208468,0.8119842124147829
7l3r,1.01,3.0,,,3.85,2020.0,False,12.45,13.889999999999999,2020-12-18,NUCLEIC ACIDS RES,1362-4962,0.6236096160746323,0.15895227843559384,0.7201291711517761,0.36903480444922854
7ll0,2.0,4.96,,,4.0,2021.0,False,21.43,23.919999999999998,2021-02-03,NUCLEIC ACIDS RES,1362-4962,0.443308216720488,0.15285252960172227,0.38141370649443845,0.3559382848941514
7lne,1.53,2.79,,,0.0,2021.0,False,19.13,22.54,2021-02-07,ANGEW CHEM,1521-3773,0.7202487740700874,0.709903121636168,0.8561176892716182,0.9067097237172587
7lnf,1.652,1.87,,,0.0,2021.0,False,20.810000000000002,23.94,2021-02-07,ANGEW CHEM,1521-3773,0.6951919626838894,0.5674560459275206,0.8249013275923932,0.8360243989953355
7lng,2.2,1.93,,,0.0,2021.0,False,22.5,27.47,2021-02-07,ANGEW CHEM,1521-3773,0.5720009568233465,0.2027269465374955,0.6302475780409041,0.450843200574094
7lo9,1.78,0.0,,,0.0,2021.0,False,19.45,22.59,2021-02-09,NUCLEIC ACIDS RES,1362-4962,0.7871666068652075,0.7059562253318981,0.9285970577682096,0.9059921062073915
7e9i,2.8,7.53,,,3.03,2021.0,False,19.3,23.5,2021-03-04,NAT COMMUN,2041-1723,0.43834469561057293,0.21026193039110155,0.37387872264083244,0.46214567635450304
7nrp,2.67,3.08,,,0.0,2021.0,False,16.97,19.05,2021-03-04,NAT COMMUN,2041-1723,0.778794402583423,0.7104413347685683,0.918729817007535,0.9535342662360962
7e9e,1.57,1.83,,,0.0,2021.0,False,19.040000000000003,20.830000000000002,2021-03-04,NAT COMMUN,2041-1723,0.781664872622892,0.7104413347685683,0.923394330821672,0.9535342662360962
7lyf,3.4,13.19,,,0.0,2021.0,False,22.55,26.83,2021-03-06,NAT COMMUN,2041-1723,0.4194474345174022,0.253318980983136,0.34230355220667386,0.5258342303552207
7lyg,3.804,16.84,,,0.0,2021.0,False,22.7,27.150000000000002,2021-03-06,NAT COMMUN,2041-1723,0.38745365386915437,0.22497308934337998,0.2874058127018299,0.48708288482238965
7eag,2.5,10.614650319293617,,,2.2473233009671105,2021.0,False,21.77,27.46,2021-03-07,NUCLEIC ACIDS RES,1362-4962,0.2811864609496472,0.20416218155723,0.13814137064944385,0.45353426623609616
7lyj,2.11,1.39,,,1.52,2021.0,False,21.02,25.06,2021-03-07,RNA,1469-9001,0.5406649922258103,0.3419447434517402,0.5658414065303193,0.6530319339791891
7eaf,2.85,13.655306954540208,,,4.2756880436205975,2021.0,False,26.21,29.759999999999998,2021-03-07,NUCLEIC ACIDS RES,1362-4962,0.16899892357373517,0.08073196986006459,0.053103695730175815,0.20523860782203085
7eaq,2.39,9.33,,,4.17,2021.0,False,24.14,29.630000000000003,2021-03-08,TO BE PUBLISHED,,0.21797631862217437,0.0861141011840689,0.08539648367420165,0.2181557229996412
7eay,2.5,4.48,,,7.5,2021.0,False,21.41,25.3,2021-03-08,TO BE PUBLISHED,,0.3681975840210501,0.06404736275565123,0.2558306422676713,0.16415500538213132
7ecg,1.97,8.45,,,18.18,2021.0,False,23.57,25.369999999999997,2021-03-12,NUCLEIC ACIDS RES,1362-4962,0.2876450185384523,0.014352350197344816,0.14675278076785073,0.03911015428776462
7ecm,1.51,1.92,,,0.0,2021.0,False,15.73,19.55,2021-03-12,TO BE PUBLISHED,,0.7983494797273053,0.7104413347685683,0.9400789379260854,0.9535342662360962
7ecl,3.01,12.83,,,0.0,2021.0,False,21.84,29.25,2021-03-12,TO BE PUBLISHED,,0.37029063509149623,0.09795479009687837,0.25977753857194114,0.24398995335486187
7eco,1.81,1.74,,,0.0,2021.0,False,18.5,21.69,2021-03-12,TO BE PUBLISHED,,0.7665351034565244,0.7104413347685683,0.9095801937567277,0.9535342662360962
7ecn,1.6,1.29,,,0.0,2021.0,False,16.96,20.34,2021-03-12,TO BE PUBLISHED,,0.8028345891639755,0.7104413347685683,0.9436670254754216,0.9535342662360962
7ech,2.38,11.78,,,11.11,2021.0,False,21.490000000000002,25.979999999999997,2021-03-12,NUCLEIC ACIDS RES,1362-4962,0.23621576366463345,0.033010405453893076,0.09795479009687837,0.08970218873340509
7ecf,1.6,1.74,,,1.39,2021.0,False,14.09,17.130000000000003,2021-03-12,NUCLEIC ACIDS RES,1362-4962,0.7065542399234541,0.3557588805166846,0.8414065303193398,0.6693577323286688
7ecj,3.1,12.18,,,0.0,2021.0,False,23.11,28.29,2021-03-12,TO BE PUBLISHED,,0.39397201291711514,0.14854682454251883,0.3008611410118407,0.34930032292787944
7ecp,2.91,5.84,,,0.0,2021.0,False,15.36,22.61,2021-03-12,TO BE PUBLISHED,,0.660267910537017,0.5674560459275206,0.7811266594904915,0.8360243989953355
7eck,2.79,13.24,,,0.0,2021.0,False,22.03,29.15,2021-03-12,TO BE PUBLISHED,,0.3689750029900729,0.10333692142088267,0.2569070685324722,0.257086472909939
7edm,2.81,1.31,,,0.0,2021.0,False,16.439999999999998,22.869999999999997,2021-03-16,TO BE PUBLISHED,,0.7445281664872624,0.6761750986724077,0.8833871546465734,0.8923573735199138
7edl,2.6,3.26,,,0.0,2021.0,False,18.63,22.16,2021-03-16,TO BE PUBLISHED,,0.7208467886616433,0.7104413347685683,0.8571941155364191,0.9535342662360962
7edn,2.6,9.83,,,4.55,2021.0,False,18.77,25.180000000000003,2021-03-16,TO BE PUBLISHED,,0.3190407845951441,0.1322210261930391,0.18371008252601365,0.3148546824542519
7edt,1.2,0.0,,,0.0,2021.0,False,14.39,17.669999999999998,2021-03-17,TO BE PUBLISHED,,0.8653271139815811,0.7104413347685683,0.9870828848223897,0.9535342662360962
7edv,2.01,0.0,,,0.0,2021.0,False,16.439999999999998,19.1,2021-03-17,TO BE PUBLISHED,,0.850735557947614,0.7104413347685683,0.9786508790814495,0.9535342662360962
7edw,2.0,1.31,,,0.0,2021.0,False,16.48,18.65,2021-03-17,TO BE PUBLISHED,,0.8243033130008373,0.7104413347685683,0.9616074632221027,0.9535342662360962
7edu,2.3,3.26,,,0.0,2021.0,False,17.66,22.919999999999998,2021-03-17,TO BE PUBLISHED,,0.6969262049994019,0.6695371367061357,0.8270541801219949,0.8891280947255114
7m3v,2.19,3.43,,,0.0,2021.0,False,17.740000000000002,21.349999999999998,2021-03-19,TO BE PUBLISHED,,0.7347805286448988,0.6998564764980265,0.873340509508432,0.9040186580552565
7eem,2.593,3.55,,,0.0,2021.0,False,17.96,24.349999999999998,2021-03-19,TO BE PUBLISHED,,0.6399952158832676,0.5156081808396125,0.749551489056333,0.8040904198062433
7eeo,2.701,9.46,,,3.12,2021.0,False,20.68,26.479999999999997,2021-03-19,TO BE PUBLISHED,,0.30187776581748593,0.20470039468963042,0.16182274847506278,0.45550771438823107
7een,1.7,5.66,,,1.54,2021.0,False,18.85,23.73,2021-03-19,TO BE PUBLISHED,,0.5019136466929793,0.3396124865446717,0.48905633297452455,0.6512378902045209
7efg,2.6,0.0,,,0.0,2021.0,False,18.5,24.0,2021-03-21,TO BE PUBLISHED,,0.73884702786748,0.5609974883387154,0.8765697883028346,0.8313598851811984
7efh,2.7,11.2,,,0.0,2021.0,False,22.900000000000002,24.610000000000003,2021-03-21,TO BE PUBLISHED,,0.5154885779213013,0.351632579834948,0.5109436670254754,0.6643344097595981
7efi,2.9,4.7,,,0.0,2021.0,False,19.24,23.400000000000002,2021-03-21,TO BE PUBLISHED,,0.6532711398158115,0.622891998564765,0.770362396842483,0.8656261212773592
7ei6,2.9,0.88,,,0.0,2021.0,False,16.46,20.1,2021-03-30,TO BE PUBLISHED,,0.814376270781007,0.7104413347685683,0.9544312881234303,0.9535342662360962
7ei7,3.2,15.15,,,2.78,2021.0,False,24.529999999999998,30.45,2021-03-30,TO BE PUBLISHED,,0.1831718693936132,0.06279153211338356,0.06099748833871547,0.16128453534266235
7ei8,3.1,18.07,,,0.0,2021.0,False,19.63,25.71,2021-03-30,TO BE PUBLISHED,,0.42512857313718455,0.20541801219949768,0.35127377108001434,0.45694294940796554
7eia,3.0,13.54,,,0.0,2021.0,False,20.03,26.76,2021-03-30,TO BE PUBLISHED,,0.419327831599091,0.26121277359167566,0.3419447434517402,0.5374955148905634
7ei9,2.7,5.53,,,2.78,2021.0,False,22.67,24.6,2021-03-30,TO BE PUBLISHED,,0.4313479248893673,0.22909939002511662,0.3609616074632221,0.4937208467886616
7ei5,2.9,10.47,,,0.0,2021.0,False,17.21,19.919999999999998,2021-03-30,TO BE PUBLISHED,,0.6518957062552326,0.3783638320775027,0.7664155005382132,0.6996770721205597
7els,3.0,7.89,,,0.0,2021.0,False,23.23,27.41,2021-04-12,NUCLEIC ACIDS RES,1362-4962,0.4629828967826815,0.20739146035163258,0.4153211338356656,0.4583781844277
7elq,2.6,14.11,,,0.0,2021.0,False,21.060000000000002,26.119999999999997,2021-04-12,NUCLEIC ACIDS RES,1362-4962,0.4381054897739505,0.2780767850735558,0.373340509508432,0.5635091496232508
7elr,2.66,9.2,,,0.0,2021.0,False,24.33,26.479999999999997,2021-04-12,NUCLEIC ACIDS RES,1362-4962,0.47314914483913406,0.28632938643702904,0.43559382848941514,0.5755292429135271
7elp,2.79,13.12,,,4.44,2021.0,False,21.5,27.400000000000002,2021-04-12,NUCLEIC ACIDS RES,1362-4962,0.21468723836861617,0.13850017940437748,0.08467886616433441,0.32884822389666307
7oa3,2.8,6.15,,,0.0,2021.0,False,22.5,24.13,2021-04-19,NAT COMMUN,2041-1723,0.602978112665949,0.5439540724793684,0.6838894869034804,0.8238249013275923
7oax,2.24,1.55,,,2.94,2021.0,False,20.21,23.73,2021-04-20,NAT COMMUN,2041-1723,0.5447314914483913,0.21582346609257266,0.5730175816289917,0.47057768209544315
7oaw,2.95,3.62,,,0.0,2021.0,False,21.84,26.47,2021-04-20,NAT COMMUN,2041-1723,0.5630905394091615,0.2870470039468963,0.6110513096519555,0.5767850735557948
7oav,2.99,4.64,,,0.98,2021.0,False,20.150000000000002,25.53,2021-04-20,NAT COMMUN,2041-1723,0.46334170553761506,0.3803372802296376,0.41621815572299964,0.7021887334050951
7eoi,1.92,7.46,,,8.16,2021.0,False,21.52,24.310000000000002,2021-04-22,NAT CHEM BIOL,1552-4469,0.35797153450544195,0.0581270182992465,0.2375313957660567,0.14890563329745246
7eom,2.703,17.37,,,10.42,2021.0,False,22.06,26.56,2021-04-22,NAT CHEM BIOL,1552-4469,0.1772515249372085,0.03570147111589523,0.05705059203444564,0.09634015069967707
7eoh,1.637,0.62,,,8.33,2021.0,False,19.74,23.29,2021-04-22,NAT CHEM BIOL,1552-4469,0.5244587967946418,0.05561535701471116,0.527448869752422,0.14352350197344815
7eoo,2.23,9.29,,,16.67,2021.0,False,22.71,25.46,2021-04-22,NAT CHEM BIOL,1552-4469,0.2768209544312881,0.01740222461428059,0.13347685683530677,0.04646573376390384
7eol,2.309,10.53,,,6.25,2021.0,False,21.87,26.71,2021-04-22,NAT CHEM BIOL,1552-4469,0.24159789498863773,0.0861141011840689,0.10297811266594904,0.2181557229996412
7eok,2.7,11.12,,,2.08,2021.0,False,20.19,24.14,2021-04-22,NAT CHEM BIOL,1552-4469,0.3936132041621816,0.28399712952996053,0.29996411912450666,0.5726587728740581
7eop,1.8,2.48,,,8.33,2021.0,False,19.0,21.13,2021-04-22,NAT CHEM BIOL,1552-4469,0.5436550651835904,0.05561535701471116,0.5712235378543237,0.14352350197344815
7eon,2.3,7.43,,,10.42,2021.0,False,21.12,26.179999999999996,2021-04-22,NAT CHEM BIOL,1552-4469,0.28453534266236097,0.03570147111589523,0.14316469321851452,0.09634015069967707
7eoj,1.77,4.94,,,16.67,2021.0,False,20.74,21.58,2021-04-22,NAT CHEM BIOL,1552-4469,0.46896304269824185,0.01740222461428059,0.4277000358808755,0.04646573376390384
7eog,1.5,4.28,,,14.58,2021.0,False,19.220000000000002,21.82,2021-04-22,NAT CHEM BIOL,1552-4469,0.47619901925606983,0.021169716541083603,0.443308216720488,0.05740940078937926
7mkt,1.97,19.49,,,6.612679504246522,2021.0,False,26.869,29.145,2021-04-26,NAT STRUCT MOL BIOL,1545-9985,0.12271259418729819,0.08073196986006459,0.02942231790455687,0.20523860782203085
7mky,1.31,1.72,,,3.03,2021.0,False,15.370000000000001,18.77,2021-04-27,RNA,1469-9001,0.6462145676354503,0.21026193039110155,0.7592393254395408,0.46214567635450304
7mlw,2.7,13.63,,,7.2,2021.0,False,21.81,27.029999999999998,2021-04-29,RNA,1469-9001,0.1970458079177132,0.07158234660925726,0.07104413347685684,0.18281306063867958
7eqj,2.043,0.62,,,0.66,2021.0,False,20.44,23.599999999999998,2021-05-03,RNA,1469-9001,0.6301877765817486,0.40078937926085395,0.7326874775744529,0.7226408324363115
7moo,1.35,2.07,,,2.8706788930497,2021.0,False,18.434,22.669,2021-05-03,CHEMISTRYSELECT,2365-6549,0.569967707212056,0.22102619303911014,0.6268388948690348,0.47954790096878364
7ooo,2.57,0.8,,,5.56,2021.0,False,23.26,25.130000000000003,2021-05-28,NAT COMMUN,2041-1723,0.4700992704221983,0.1038751345532831,0.43092931467527806,0.25959813419447436
7oos,2.6,1.61,,,0.0,2021.0,False,21.790000000000003,23.419999999999998,2021-05-28,NAT COMMUN,2041-1723,0.7185145317545748,0.6248654467168999,0.8550412630068174,0.86670254754216
7otb,1.6,2.19,,,0.0,2021.0,False,16.48,18.099999999999998,2021-06-09,J AM CHEM SOC,1520-5126,0.8085755292429134,0.7104413347685683,0.9494079655543596,0.9535342662360962
7ouo,2.212,0.0,,,3.546944223535135,2021.0,False,23.369999999999997,28.57,2021-06-12,FRONT MOL BIOSCI,2296-889X,0.41956703743571344,0.13168281306063867,0.34266236096160746,0.31252242554718335
7ow0,1.55,0.0,,,0.0,2021.0,False,22.11,25.080000000000002,2021-06-15,CRYSTALS,2073-4352,0.6980026312642028,0.4384642985288841,0.8306422676713312,0.7567276641550054
7oxs,1.91,2.48,,,0.0,2021.0,False,18.37,19.54,2021-06-23,CRYSTALS,2073-4352,0.7861499820595622,0.7104413347685683,0.9268030139935415,0.9535342662360962
7r96,5.68,14.26,,,0.0,2021.0,False,12.0,14.299999999999999,2021-06-28,ACS NANO,1936-086X,0.6542877646214568,0.2732328668819519,0.772156440617151,0.5541801219949767
7ozz,2.7,3.21,,,0.0,2021.0,False,20.03,23.669999999999998,2021-06-29,NAT COMMUN,2041-1723,0.6756368855400071,0.6002870470039469,0.800502332256907,0.8557588805166846
7f8z,3.0,3.36,,,0.56,2021.0,False,17.57,22.86,2021-07-03,TO BE PUBLISHED,,0.5949049156799426,0.4047362755651238,0.6684607104413348,0.7290993900251166
7rex,2.6,3.4,,,11.34,2021.0,False,23.150000000000002,27.200000000000003,2021-07-13,NAT COMMUN,2041-1723,0.3191603875134553,0.03229278794402583,0.18406889128094725,0.08772874058127018
7ril,1.8,8.14,,,0.0,2021.0,False,20.34,22.830000000000002,2021-07-20,PNAS,1091-6490,0.6164334409759599,0.4592752063150341,0.7086472909939002,0.7700035880875493
7rqt,1.26,2.62,,,0.0,2021.0,False,20.65,23.189999999999998,2021-08-08,CRYST GROWTH DES,1528-7505,0.7033249611290516,0.6472909939002511,0.8369214208826695,0.8797990670972372
7v9e,2.3,1.82,,,5.97,2021.0,False,24.37,27.060000000000002,2021-08-25,NAT CHEM BIOL,1552-4469,0.37944025834230355,0.09311087190527449,0.2726946537495515,0.2337639038392537
7pnl,1.83,10.24,,,4.35,2021.0,False,20.442,32.129999999999995,2021-09-07,TO BE PUBLISHED,,0.1865805525654826,0.032113383566559024,0.06279153211338356,0.08701112307140295
7vft,1.45,0.0,,,0.0,2021.0,False,19.53,20.78,2021-09-13,NUCLEIC ACIDS RES,1362-4962,0.8274129888769286,0.7104413347685683,0.9648367420165052,0.9535342662360962
7sb8,1.317,1.2,,,0.0,2021.0,False,17.130000000000003,21.39,2021-09-24,ACTA CRYS SECTION D,2059-7983,0.7860901806004067,0.7104413347685683,0.9264442052386078,0.9535342662360962
7sdq,4.3,29.32,,,0.0,2021.0,False,19.97,20.94,2021-09-29,ADV MATER,1521-4095,0.542518837459634,0.09903121636167922,0.5690706853247219,0.246681019016864
7sdx,3.89,20.29,,,0.0,2021.0,False,23.46,24.97,2021-09-29,ADV MATER,1521-4095,0.4444444444444444,0.17294581987800503,0.3832077502691066,0.3959454610692501
